,towns,lon,lat
1053,"Greenburgh, New York",-73.8654295,41.0339576
1054,"Greenbush, New York",-74.4437504,42.6464644
1055,"Greencastle, Pennsylvania",-77.7277714,39.790371
1056,"Greene, Maine",-70.1403312,44.189794
1057,"Greene, Massachusetts",-71.5107596,41.9983372
1058,"Greene, New York",-75.7699147,42.3292408
1059,"Greeneland, New York",-81.2992873,29.0280814
1060,"Greeneville, New York",-74.6165503,41.3606496
1061,"Greeneville, Tennessee",-82.8309861,36.1631574
1062,"Greenfield, Illinois",-90.2126145,39.3436577
1063,"Greenfield, Massachusetts",-72.5994104,42.587915
1064,"Greenfield, New York",-73.8640118,43.1036852
1065,"Greenland, New Hampshire",-70.8328322,43.0361995
1066,"Greenland, New York",-81.2992873,29.0280814
1067,"Greensboro, Vermont",-72.3046033,44.6107836
1068,"Greensborough, Vermont",-72.3046033,44.6107836
1069,"Greensburgh, New York",-73.8029807,42.2962941
1070,"Greensburgh, Pennsylvania",-79.5389289,40.3014581
1071,"Greensville, New York",-74.6165503,41.3606496
1072,"Greenville, Illinois",-89.4131356,38.8922687
1073,"Greenville, New York",-74.6165503,41.3606496
1074,"Greenwich, Connecticut",-73.6281964,41.0262417
1075,"Greenwich, Massachusetts",-72.248223,42.321778
1076,"Greenwich, New York",-73.4992824,43.0901395
1077,"Greenwood, Maine",-70.6508978,44.3184011
1078,"Greenwood, Massachusetts",-71.067247,42.483005
1079,"Grimms, Pennsylvania",-75.2791279,41.6319208
1080,"Griswold, Connecticut",-71.9282781,41.5961439
1081,"Groton, Connecticut",-72.0790717,41.3497456
1082,"Groton, Massachusetts",-71.5745152,42.6112018
1083,"Groton, Vermont",-72.2826657,44.2276842
1084,"Grove Hill, North Carolina",-78.8643456,35.0529003
1085,"Grover, Vermont",-72.9689549,43.6420998
1086,"Guelderland, New York",-73.9116433,42.7043568
1087,"Guilderland, New York",-73.9116433,42.7043568
1088,"Guildford, Vermont",-72.575487,42.8170235
1089,"Guildhall, Vermont",-71.648975,44.5422719
1090,"Guilford, Connecticut",-72.674364,41.288906
1091,"Guilford, Maine",-69.3844783,45.1689375
1092,"Guilford, Massachusetts",-72.575487,42.8170235
1093,"Guilford, Vermont",-72.575487,42.8170235
1094,"Gum Spring, Tennessee",-87.3430684,35.5839623
1095,"Gum Tree, Pennsylvania",-75.883016,39.907986
1096,"Haddam, Connecticut",-72.5122763,41.4771433
1097,"Hadley, Massachusetts",-72.5884222,42.3417565
1098,"Hadley, New York",-73.8481268,43.3171725
1099,"Hager's Town, Maryland",-77.7199932,39.6417629
1100,"Hagers-town, Maryland",-77.7199932,39.6417629
1101,"Hagerstown, Maryland",-77.7199932,39.6417629
1102,"Half Moon, New York",-73.717849,42.8275844
1103,"Halfmoom, New York",-73.717849,42.8275844
1104,"Halfmoon, New York",-73.717849,42.8275844
1105,"Halifax, Massachusetts",-70.861985,41.991213
1106,"Halifax, North Carolina",-77.5894199,36.328486
1107,"Halifax, Pennsylvania",-76.9319198,40.4681409
1108,"Halifax, Vermont",-72.7453716,42.7698048
1109,"Hallis, Massachusetts",-71.3824374,42.4072107
1110,"Hallowell, Maine",-69.7908786,44.2859022
1111,"Hallowell, Massachusetts",-71.0727131,42.2565985
1112,"Hamburg, Pennsylvania",-75.9818772,40.5556484
1113,"Hamburgh, New York",-78.8294768,42.7158927
1114,"Hamburgh, Pennsylvania",-75.9818772,40.5556484
1115,"Hamden, Connecticut",-72.9026064,41.3838782
1116,"Hamilton, Massachusetts",-70.8431049,42.6362052
1117,"Hamilton, New York",-75.5446238,42.8270136
1118,"Hampden, Maine",-68.8370436,44.7445421
1119,"Hampden, Massachusetts",-72.4134167,42.0639841
1120,"Hampton Falls, New Hampshire",-70.863811,42.9162234
1121,"Hampton, Connecticut",-72.0547977,41.7839873
1122,"Hampton, New Hampshire",-70.8389219,42.9375932
1123,"Hampton, New York",-73.2528644,43.5238461
1124,"Hamson, New York",-73.9752374,40.6853983
1125,"Hancock, Maryland",-78.1797293,39.6989809
1126,"Hancock, Massachusetts",-73.3237182,42.543138
1127,"Hancock, New York",-75.2804502,41.9539754
1128,"Hancock, Vermont",-72.8412292,43.9261192
1129,"Hanibal, New York",-76.5788338,43.3211788
1130,"Hannibal, New York",-76.5788338,43.3211788
1131,"Hanover, Massachusetts",-70.8476708,42.1162217
1132,"Hanover, New Hampshire",-72.2895526,43.7022451
1133,"Hanover, Pennsylvania",-76.9830358,39.8006553
1134,"Hansen, Massachusetts",-70.8800187,42.0751892
1135,"Hanson, Massachusetts",-70.8800187,42.0751892
1136,"Hardin, Arkansas",-92.3517526,35.2250605
1137,"Hardwick, Massachusetts",-72.1986558,42.3490548
1138,"Hardwick, Vermont",-72.3486803,44.5416243
1139,"Hardwicke, Vermont",-72.3486803,44.5416243
1140,"Harford, Pennsylvania",-75.7015766,41.7823007
1141,"Harftord, New York",-73.3925589,43.3635375
1142,"Harlem, Maine",-87.8068023,42.0027991
1143,"Harlem, Massachusetts",-71.798689,42.245287
1144,"Harmony, Maine",-69.5461603,44.9739462
1145,"Harmony, Massachusetts",-71.5177073,42.1201117
1146,"Harperfield, New York",-74.6873749,42.4384124
1147,"Harpers Field, New York",-74.6873749,42.4384124
1148,"Harpersfield, New York",-74.6873749,42.4384124
1149,"Harpswell, Maine",-69.9598343,43.7864342
1150,"Harpswell, Massachusetts",-71.3824374,42.4072107
1151,"Harrington, Maine",-67.8109953,44.6193327
1152,"Harrington, Massachusetts",-71.0928603,42.3712968
1153,"Harrisburg, New York",-75.6026888,43.8422911
1154,"Harrisburg, Pennsylvania",-76.8867008,40.2731911
1155,"Harrisburgh, New York",-75.6026888,43.8422911
1156,"Harrisburgh, Pennsylvania",-76.8867008,40.2731911
1157,"Harrison, Illinois",-89.329567,37.788147
1158,"Harrison, Maine",-70.6792289,44.1103479
1159,"Harrison, Massachusetts",-71.0540387,42.1230869
1160,"Harrison, New York",-73.7176337,40.9700171
1161,"Harriston, Massachusetts",-71.3824374,42.4072107
1162,"Harrodsburg, Kentucky",-84.8432852,37.762298
1163,"Hartford, Connecticut",-72.6850932,41.7637111
1164,"Hartford, Maine",-70.346726,44.372845
1165,"Hartford, Massachusetts",-72.8042797,41.7924343
1166,"Hartford, New York",-73.3925589,43.3635375
1167,"Hartford, Vermont",-72.3696992,43.6637411
1168,"Hartland, Connecticut",-72.9795488,41.996206
1169,"Hartland, Maine",-69.5128531,44.8965211
1170,"Hartland, New York",-78.5761399,43.2400574
1171,"Hartland, Vermont",-72.3989314,43.540636
1172,"Hartwick, New York",-75.049126,42.6597113
1173,"Harvard, Massachusetts",-71.5828444,42.5000919
1174,"Harverstraw, New York",-73.9645837,41.1975947
1175,"Harwich, Massachusetts",-70.0622231,41.6716498
1176,"Harwich, Vermont",-91.1835819,30.4250418
1177,"Harwick, New York",-77.5507003,43.174106
1178,"Harwinton, Connecticut",-73.0598438,41.7712762
1179,"Hatborough, Pennsylvania",-75.1068388,40.1742757
1180,"Hatfield, Massachusetts",-72.5981843,42.3709761
1181,"Hatfield, Pennsylvania",-75.2993417,40.2798274
1182,"Hauver's, Maryland",-77.5060155,39.7152018
1183,"Haverhill, Massachusetts",-71.0772796,42.7762015
1184,"haverstraw, New York",-73.9645837,41.1975947
1185,"Haverstraw, New York",-73.9645837,41.1975947
1186,"Hawley, Massachusetts",-72.9132446,42.605083
1187,"Heath, Massachusetts",-72.8217618,42.673417
1188,"Hebron, Connecticut",-72.3659161,41.6578767
1189,"Hebron, Maine",-70.4064465,44.1981261
1190,"Hebron, Massachusetts",-72.6012043,42.1135239
1191,"Hebron, New York",-73.3472901,43.2672574
1192,"Hector, New York",-76.8724586,42.5006271
1193,"Heidelburg, Pennsylvania",-80.0908886,40.3922914
1194,"Heidleberg, Pennsylvania",-80.0908886,40.3922914
1195,"Hempfield, Pennsylvania",-79.5940544,40.2769944
1196,"Hempstead, New York",-73.6187397,40.7062128
1197,"Hempsted, New York",-73.6187397,40.7062128
1198,"Henderson, New York",-76.1816012,43.846825
1199,"Henrietta, New York",-77.6128039,43.0592452
1200,"Henry, Illinois",-89.3564776,41.1114249
1201,"Herculanium, Missouri",-90.3801201,38.2683879
1202,"Herkemer, New York",-74.9859889,43.0256259
1203,"Herkimer, New York",-74.9859889,43.0256259
1204,"Herman, Maine",-68.9133724,44.81007
1205,"Hermon, Maine",-68.9133724,44.81007
1206,"Hermon, Massachusetts",-71.8055984,42.256093
1207,"Highgate, Vermont",-73.0511203,44.9565227
1208,"Hillsborough, Alabama",-82.1141862,28.0111033
1209,"Hillsborough, Illinois",-89.4936989,39.1611586
1210,"Hillsdale, New York",-73.525026,42.1792443
1211,"Hinesburg, Vermont",-73.110679,44.3292199
1212,"Hinesburgh, Vermont",-73.110679,44.3292199
1213,"Hingham, Massachusetts",-70.889759,42.2418172
1214,"Hinsdale, Massachusetts",-73.1253799,42.4386967
1215,"Hinsdale, Vermont",-72.4865089,42.7862065
1216,"Hiram Plantation, Massachusetts",-71.3824374,42.4072107
1217,"Hiram, Maine",-70.8322512,43.8350627
1218,"Hiram, Massachusetts",-71.434418,42.339833
1219,"Holden, Massachusetts",-71.8634062,42.3517585
1220,"Holland, Massachusetts",-72.1572885,42.0639524
1221,"Holland, Vermont",-72.0027446,44.9684078
1222,"Hollis, Maine",-70.6208974,43.6346754
1223,"Hollis, Massachusetts",-71.5895344,42.7425166
1224,"Hollis, New Hampshire",-71.5895344,42.7425166
1225,"Holliston, Massachusetts",-71.4245049,42.2000966
1226,"Holmanstown, Massachusetts",-73.2036898,42.7120196
1227,"Homer, New York",-76.1788174,42.6370141
1228,"Honeoye, New York",-77.5166873,42.7900604
1229,"Hoosack, New York",-73.3286887,42.8611368
1230,"Hoosick, New York",-73.3286887,42.8611368
1231,"Hope, Maine",-69.1589421,44.2650248
1232,"Hope, Massachusetts",-71.3972815,41.8531773
1233,"Hope, New York",-74.2431907,43.3036812
1234,"Hopefield, Arkansas",-90.0792028,35.1400879
1235,"Hopeton, New York",-76.9804518,42.6711187
1236,"Hopetown, New York",-74.2431907,43.3036812
1237,"Hopewell, Pennsylvania",-78.2677903,40.1356363
1238,"Hopkington, Rhode Island",-71.7775501,41.4612719
1239,"Hopkinton, Massachusetts",-71.5225646,42.2286954
1240,"Hopkinton, New York",-74.7032439,44.6903349
1241,"Hopkinton, Rhode Island",-71.7775501,41.4612719
1242,"Hosack, New York",-74.0059413,40.7127837
1243,"Hosick, New York",-73.3286887,42.8611368
1244,"Hosicoke, New York",-74.0059413,40.7127837
1245,"Houndsfield, New York",-76.0713088,43.950905
1246,"Hounsfield, New York",-76.0713088,43.950905
1247,"Howard, New York",-77.5088758,42.364237
1248,"Hubbardston, Massachusetts",-72.0061877,42.4737009
1249,"Hubbardton, Vermont",-73.1845482,43.7073648
1250,"Hubbarton, Vermont",-73.1845482,43.7073648
1251,"Hudson City, New York",-73.790959,42.2528649
1252,"Hudson, New York",-73.790959,42.2528649
1253,"Huley, New York",-74.0612519,41.9245368
1254,"Hull, Massachusetts",-70.9078346,42.3020647
1255,"Hummelstown, Pennsylvania",-76.7083033,40.2653681
1256,"Hungerford, Vermont",-73.207076,44.479167
1257,"Hunter, New York",-74.2187541,42.2136987
1258,"Huntingdon, Connecticut",-73.146222,41.2964854
1259,"Huntingdon, New York",-74.174698,45.08672
1260,"Huntingdon, Pennsylvania",-78.0102813,40.4847959
1261,"Huntingdon, Vermont",-72.9873459,44.3253512
1262,"Huntington, Connecticut",-73.146222,41.2964854
1263,"Huntington, New York",-73.425676,40.8681539
1264,"Huntington, Vermont",-72.9873459,44.3253512
1265,"Huntsburgh, Vermont",-73.110679,44.3292199
1266,"Huntsville, Alabama",-86.5861037,34.7303688
1267,"Hurley, New York",-74.0612519,41.9245368
1268,"Hurly, New York",-74.0612519,41.9245368
1269,"Huron, New York",-76.8799617,43.2333993
1270,"Hurricane Fork, Illinois",-89.3985283,40.6331249
1271,"Hurricane, Illinois",-89.1991612,39.1828331
1272,"Hurricane, Missouri",-90.8484524,39.1720973
1273,"Hyde Park, New York",-73.9015246,41.7667602
1274,"Hyde Park, Vermont",-72.6165192,44.5939318
1275,"Hydepark, Vermont",-72.6165192,44.5939318
1276,"Illinois, Illinois",-89.3985283,40.6331249
1277,"Ilseborough, Massachusetts",-71.6673352,42.8334794
1278,"Indian Creek, Illinois",-87.9797968,42.2269683
1279,"Industry, Maine",-70.0599702,44.7473347
1280,"Industry, Massachusetts",-70.589298,41.700765
1281,"Ipswich, Massachusetts",-70.8411558,42.6791832
1282,"Ira, New York",-76.5563314,43.2214564
1283,"Ira, Vermont",-73.0620512,43.5345134
1284,"Irasburg, Vermont",-72.2795489,44.8033816
1285,"Irasburgh, Vermont",-72.2795489,44.8033816
1286,"Ischua, New York",-78.3997416,42.2475662
1287,"Isle Motte, Vermont",-73.3387437,44.8769853
1288,"Isle of Motte, Vermont",-73.3387437,44.8769853
1289,"Isleboro, Massachusetts",-71.7916102,42.3336928
1290,"Isleborough, Maine",-68.910583,44.302856
1291,"Isleborough, Massachusetts",-71.7916102,42.3336928
1292,"Islesboro, Massachusetts",-71.3824374,42.4072107
1293,"Islesborough, Maine",-68.910583,44.302856
1294,"Islesborough, Massachusetts",-71.3824374,42.4072107
1295,"Islip, New York",-73.2103934,40.7298207
1296,"Jacksborough, Tennessee",-84.1838156,36.3300793
1297,"Jackson, Maine",-69.1208748,44.6147933
1298,"Jackson, Massachusetts",-88.8226578,35.5759043
1299,"Jamaica, New York",-73.807903,40.699683
1300,"Jamaica, Vermont",-72.7784296,43.1003556
1301,"Jamestown, Rhode Island",-71.3711656,41.4963134
1302,"Jamica, Vermont",-72.7784296,43.1003556
1303,"Janesborough, Massachusetts",-73.2281596,42.5173058
1304,"Jay, Maine",-70.2161924,44.5039265
1305,"Jay, Massachusetts",-71.311654,42.547983
1306,"Jay, New York",-73.728195,44.3750471
1307,"Jefferson, Maine",-69.4525443,44.2067419
1308,"Jefferson, Massachusetts",-71.8812184,42.3644031
1309,"Jefferson, New York",-74.6102591,42.4813303
1310,"Jefferson, Pennsylvania",-79.9319942,40.2911809
1311,"Jeffersontown, Kentucky",-85.5644033,38.1942356
1312,"Jericho, New York",-73.5398476,40.7920441
1313,"Jericho, Vermont",-72.9976266,44.5039395
1314,"Jerico, New York",-73.5398476,40.7920441
1315,"Jersey, New York",-74.0867859,40.6415171
1316,"Jerusalem, New York",-77.1715228,42.626429
1317,"Johnson, Vermont",-72.6803979,44.6356063
1318,"Johnston, Pennsylvania",-80.665633,41.3886667
1319,"Johnston, Rhode Island",-71.512617,41.8205199
1320,"Johnston, Vermont",-72.6803979,44.6356063
1321,"Johnstown, New York",-74.3676356,43.0067399
1322,"Jones's Town, Pennsylvania",-76.4782965,40.4137017
1323,"Jonesboro, Illinois",-89.2681402,37.4517163
1324,"Jonesboro, Massachusetts",-79.0966129,35.4116984
1325,"Jonesborough, Maine",-67.5724938,44.6625773
1326,"Jonesborough, Massachusetts",-71.3824374,42.4072107
1327,"Jonestown, Pennsylvania",-76.4782965,40.4137017
1328,"Joy, Maine",-69.1059462,44.309073
1329,"Joy, Massachusetts",-70.8088523,42.2467884
1330,"Juneus, New York",-76.8951551,42.9787052
1331,"Juniata, Pennsylvania",-75.10917,40.00833
1332,"Junius, New York",-76.8951551,42.9787052
1333,"Kaskaskia, Illinois",-89.9131643,37.9214413
1334,"Keen, New York",-73.9259293,40.5874981
1335,"Keene, New Hampshire",-72.2781409,42.933692
1336,"Keene, New York",-73.7920851,44.2561582
1337,"Kellyvale, Vermont",-72.5778415,44.5588028
1338,"Kennebunk Port, Maine",-70.4767274,43.3617327
1339,"Kennebunk, Maine",-70.54399,43.3845306
1340,"Kennebunkport, Maine",-70.4767274,43.3617327
1341,"Kensington, New Hampshire",-70.9439447,42.9270334
1342,"Kensington, Pennsylvania",-75.1281195,39.9817259
1343,"Kent, Connecticut",-73.4769643,41.7247554
1344,"Kent, New York",-78.1355966,43.3285372
1345,"Kenton, Maine",-84.4602652,39.0877928
1346,"Killingly, Connecticut",-71.8334145,41.8122401
1347,"Killington, Vermont",-72.7798247,43.6775677
1348,"Killingworth, Connecticut",-72.5645602,41.3581869
1349,"Kilmarnock, Maine",-67.504019,46.1082543
1350,"Kinderhook, New York",-73.6978983,42.3953617
1351,"Kingbury, New York",-73.5315025,43.3636827
1352,"Kingfield, Maine",-70.1539542,44.9592231
1353,"Kingfield, Massachusetts",-71.016645,41.874402
1354,"Kings, Pennsylvania",-75.4365652,40.26788
1355,"Kingsberry, New York",-73.5315025,43.3636827
1356,"Kingsburg, New York",-74.0059413,40.7127837
1357,"Kingsbury, New York",-73.5315025,43.3636827
1358,"Kingsfield, Massachusetts",-71.3371808,42.6900673
1359,"Kingston, Massachusetts",-70.7284785,41.9932752
1360,"Kingston, New York",-73.9973608,41.9270367
1361,"Kingston, Pennsylvania",-75.8968635,41.2617481
1362,"Kingstree, South Carolina",-79.8306264,33.6676643
1363,"Kingsville, Massachusetts",-71.3824374,42.4072107
1364,"Kingville, Massachusetts",-71.3824374,42.4072107
1365,"Kirby, Vermont",-71.9069249,44.4989626
1366,"Kittaning and Buffalo, Pennsylvania",-79.5087498,40.8180507
1367,"Kittery, Maine",-70.736137,43.0881256
1368,"Kittery, Massachusetts",-70.8728251,42.7336714
1369,"Knight's Prairie, Illinois",-88.6050569,38.0329978
1370,"Knox, Maine",-69.2133749,44.517294
1371,"Knox, Massachusetts",-73.1013954,42.1956351
1372,"Knox, New York",-74.115685,42.6711876
1373,"Korthright, New York",-74.7571147,42.4027266
1374,"Kortright, New York",-74.7571147,42.4027266
1375,"Kortwright, New York",-74.7571147,42.4027266
1376,"Kreitzer's, Pennsylvania",-77.1945247,41.2033216
1377,"Kustown, Pennsylvania",-75.7774177,40.5173165
1378,"Kutztown, Pennsylvania",-75.7774177,40.5173165
1379,"Lackawaxen, Pennsylvania",-74.9860016,41.482034
1380,"Lake Pleasant, New York",-74.4126461,43.4709016
1381,"Lamine, Missouri",-92.8746354,38.9466908
1382,"Lamine/Boonville, Missouri",-92.8572778,38.9650158
1383,"Lancaster City, Pennsylvania",-76.3055144,40.0378755
1384,"Lancaster, Massachusetts",-71.6731242,42.4556452
1385,"Landgrove, Vermont",-72.8548986,43.2624457
1386,"Lanesborough, Massachusetts",-73.2281596,42.5173058
1387,"Lansingburgh, New York",-73.6695624,42.7845222
1388,"Lawrenceburg, Kentucky",-84.8966171,38.0372967
1389,"Lawsville, Pennsylvania",-75.842414,41.9389657
1390,"Le Raye, New York",-74.0059413,40.7127837
1391,"Le Roy, New York",-77.9841776,42.9783944
1392,"Lebanon Town, Pennsylvania",-76.4113497,40.3409251
1393,"Lebanon, Arkansas",-94.0979741,34.1065016
1394,"Lebanon, Connecticut",-72.2127255,41.636391
1395,"Lebanon, Illinois",-89.8073195,38.6039375
1396,"Lebanon, Maine",-70.919379,43.4006697
1397,"Lebanon, Massachusetts",-72.2906029,43.7041092
1398,"Lebanon, New York",-75.6476841,42.7814571
1399,"Lebanon, Pennsylvania",-76.4113497,40.3409251
1400,"Ledyard, New York",-76.6216114,42.6953486
1401,"Lee, Massachusetts",-73.2481951,42.3042151
1402,"Lee, New Hampshire",-71.0120127,43.122244
1403,"Leeds, Maine",-70.1194984,44.3034024
1404,"Leeds, Massachusetts",-72.6995358,42.3514776
1405,"Leicester, Massachusetts",-71.9086843,42.245926
1406,"Leicester, New York",-77.8966709,42.7720066
1407,"Leicester, Vermont",-73.1078914,43.8667293
1408,"Lemington, Vermont",-71.5553619,44.9236819
1409,"Lenox, Massachusetts",-73.2848762,42.3564609
1410,"Lenox, New York",-75.70472,43.05833
1411,"Leominster, Massachusetts",-71.759794,42.5250906
1412,"Leonardtown, Maryland",-76.6357942,38.291238
1413,"LeRay, New York",-75.908049,43.9896418
1414,"LeRoy, New York",-77.9841776,42.9783944
1415,"Leslie, New York",-73.7646669,40.684057
1416,"Levant, Maine",-68.9347611,44.8692358
1417,"Levant, Massachusetts",-71.0698724,42.3033441
1418,"Leverett, Massachusetts",-72.5011335,42.4519581
1419,"Lewis, New York",-73.5655742,44.275027
1420,"Lewiston, Maine",-70.2147764,44.100351
1421,"Lewiston, Massachusetts",-71.1112816,42.2651689
1422,"Lexington, Kentucky",-84.5037164,38.0405837
1423,"Lexington, Massachusetts",-71.2289641,42.4430372
1424,"Lexington, New York",-74.3654253,42.2403646
1425,"Lexington, North Carolina",-80.2533838,35.8240265
1426,"Leyden, Massachusetts",-72.6300909,42.7000837
1427,"Leyden, New York",-75.3645369,43.5493013
1428,"Liberties, Pennsylvania",-75.1408693,39.9672589
1429,"Liberty town, Maryland",-94.7908306,30.0614512
1430,"Liberty Town, Maryland",-94.7908306,30.0614512
1431,"Liberty, Maryland",-85.1947941,40.1884999
1432,"Liberty, New York",-74.74655,41.8012001
1433,"Liberty, Pennsylvania",-79.8561591,40.3253474
1434,"Libertytown, Maryland",-77.2419722,39.4847265
1435,"Liberytown, Maryland",-77.2419722,39.4847265
1436,"Lide, New York",-73.7752479,41.0151626
1437,"Ligonia, Maine",-70.2922709,43.6375823
1438,"Limerick, Maine",-70.7936719,43.6884112
1439,"Limerick, Massachusetts",-71.9958877,42.5702097
1440,"Limington, Maine",-70.7108924,43.7317442
1441,"Limington, Massachusetts",-71.2289641,42.4430372
1442,"Lincoln, Massachusetts",-71.3039469,42.4259283
1443,"Lincoln, Vermont",-72.9970612,44.1058928
1444,"Lincolnsville, Massachusetts",-71.0789568,42.7533145
1445,"Lincolnton, North Carolina",-81.2545251,35.473745
1446,"Lincolnvil, Massachusetts",-71.3824374,42.4072107
1447,"Lincolnville, Maine",-69.0087018,44.2811973
1448,"Lincolnville, Massachusetts",-71.3824374,42.4072107
1449,"Lisbon, Connecticut",-72.0112598,41.5998861
1450,"Lisbon, Maine",-70.1043704,44.0316013
1451,"Lisbon, Massachusetts",-71.0506186,42.4289356
1452,"Lisbon, New York",-75.3210467,44.727284
1453,"Lisle, New York",-76.0032571,42.3511845
1454,"Litcfield, New York",-75.1457455,42.9777236
1455,"Litchfield, Connecticut",-73.1887165,41.7472642
1456,"Litchfield, Maine",-69.93356,44.1740739
1457,"Litchfield, Massachusetts",-71.4797889,42.8442536
1458,"Litchfield, New York",-75.1457455,42.9777236
1459,"Little Compton, Rhode Island",-71.1711563,41.5101032
1460,"Little Ossipee, Massachusetts",-71.3824374,42.4072107
1461,"Little Red River, Arkansas",-91.7460193,35.4356772
1462,"Little River, Massachusetts",-72.8745143,42.3289044
1463,"Little Valley, New York",-78.8055896,42.2525629
1464,"Littlefalls, Massachusetts",-77.1101714,38.9588862
1465,"Littleton, Massachusetts",-71.5128022,42.5372893
1466,"Littletown, Pennsylvania",-77.0880385,39.744544
1467,"Livermore, Maine",-70.2081176,44.4078297
1468,"Livermore, Massachusetts",-71.106374,42.2751235
1469,"Liverpool, Pennsylvania",-76.9891453,40.5748067
1470,"Livingston, New York",-73.7779162,42.1424234
1471,"Livinston, New York",-73.7779162,42.1424234
1472,"Locke, New York",-76.4307699,42.6606262
1473,"Logan, Missouri",-93.618072,37.015987
1474,"Londonberry, Vermont",-72.8064866,43.2264643
1475,"Londonderry, Vermont",-72.8064866,43.2264643
1476,"Longmeadow, Massachusetts",-72.5828642,42.0501022
1477,"Lorain, New York",-82.103547,41.340073
1478,"Loraine, New York",-75.9593643,43.7664564
1479,"Lorraine, New York",-75.9593643,43.7664564
1480,"Louden, Massachusetts",-71.8196943,42.2526975
1481,"Loudon, Massachusetts",-71.8196943,42.2526975
1482,"Louisiana, Missouri",-91.0515256,39.4489351
1483,"Louisville, Kentucky",-85.7584557,38.2526647
1484,"Louisville, New York",-75.0157628,44.8975496
1485,"Lovel, Maine",-70.8930466,44.1255995
1486,"Lovel, Massachusetts",-71.830644,42.257759
1487,"Lovell, Maine",-70.8930466,44.1255995
1488,"Lovell, Massachusetts",-71.830644,42.257759
1489,"Lowell, Massachusetts",-71.3161718,42.6334247
1490,"Lower Cuivre, Missouri",-91.1931819,39.340404
1491,"Lower Merion, Pennsylvania",-75.2829046,40.0249667
1492,"Lower Paxton, Pennsylvania",-76.7913558,40.3102395
1493,"Lowville, New York",-75.4918505,43.786736
1494,"Lubec, Maine",-66.9835907,44.8585863
1495,"Lubeck, Maine",-66.9835907,44.8585863
1496,"Lubeck, Massachusetts",-71.3824374,42.4072107
1497,"Ludlow, Massachusetts",-72.475919,42.1600936
1498,"Ludlow, Vermont",-72.7006518,43.3959056
1499,"Lumberland, New York",-74.8039205,41.4781684
1500,"Lunenberg, Massachusetts",-71.7245035,42.5945273
1501,"Lunenburg, Massachusetts",-71.7245035,42.5945273
1502,"Lunenburg, Vermont",-71.6820321,44.4631136
1503,"Lunenburgh, Massachusetts",-71.7245035,42.5945273
1504,"Lunenburgh, Vermont",-71.6820321,44.4631136
1505,"Lutterloh, Vermont",-72.5778415,44.5588028
1506,"Lyden, New York",-77.606592,43.072672
1507,"Lykens, Pennsylvania",-76.700522,40.5667527
1508,"Lyman, Maine",-70.6379682,43.5050963
1509,"Lyman, Massachusetts",-71.2285178,42.382996
1510,"Lyme, Connecticut",-72.3429525,41.400812
1511,"Lynchburg, Tennessee",-86.3740205,35.2830242
1512,"Lyndon, Vermont",-72.0000723,44.5453088
1513,"Lynn and Lynnfield, Massachusetts",-70.9665682,42.4789626
1514,"Lynn, Massachusetts",-70.9494938,42.466763
1515,"Lynnfield, Massachusetts",-71.0465638,42.53869
1516,"Lynnville, Pennsylvania",-75.7515802,40.6470389
1517,"Lysander, New York",-76.459104,43.2064566
1518,"Lysanders, New York",-76.313218,43.094614
1519,"Machias, Maine",-67.461376,44.7150789
1520,"Machias, Massachusetts",-71.3824374,42.4072107
1521,"Macoupin, Illinois",-89.9253233,39.2375268
1522,"Madbury, New Hampshire",-70.9239484,43.1692512
1523,"Madison, Maine",-69.8797486,44.7975466
1524,"Madison, Massachusetts",-71.8017463,42.2571854
1525,"Madison, New York",-75.5121217,42.8989582
1526,"Madison, Tennessee",-86.7143516,36.2562002
1527,"Madrid, New York",-75.1325897,44.7483037
1528,"Maidstone, Vermont",-71.5720307,44.6486636
1529,"Malden, Massachusetts",-71.066163,42.4250964
1530,"Malone, New York",-74.2948983,44.8486596
1531,"Malta, Maine",-69.7576688,44.3166388
1532,"Malta, Massachusetts",-70.869806,42.280806
1533,"Malta, New York",-73.7926207,42.9711869
1534,"Mamacating, New York",-74.4760088,41.5897024
1535,"Mamacatting, New York",-74.4760088,41.5897024
1536,"Mamacotton, New York",-74.0059413,40.7127837
1537,"Mamakating, New York",-74.4760088,41.5897024
1538,"Mamaroneck, New York",-73.7326309,40.9487097
1539,"Mammacating, New York",-74.4760088,41.5897024
1540,"Mammakating, New York",-74.4760088,41.5897024
1541,"Mammaraneck, New York",-73.7326309,40.9487097
1542,"Mamoreoneeck, New York",-73.7326309,40.9487097
1543,"Mamoroneck, New York",-73.7326309,40.9487097
1544,"Manacating, New York",-74.4760088,41.5897024
1545,"Mancester, Massachusetts",-70.7675967,42.577834
1546,"Manchester, Massachusetts",-70.7675967,42.577834
1547,"Manchester, Vermont",-73.0723268,43.1636875
1548,"Mandan, New York",-78.875435,42.947758
1549,"Manerstown, Pennsylvania",-76.3027318,40.3745363
1550,"Manheim, New York",-74.8039205,43.0587198
1551,"Manheim, Pennsylvania",-76.3949614,40.1634279
1552,"Manilius, New York",-75.9768632,43.0020107
1553,"Manilus, New York",-75.9768632,43.0020107
1554,"Maniteau, Missouri",-92.5792482,38.5827118
1555,"Manlius, New York",-75.9768632,43.0020107
1556,"Manluis, New York",-75.9768632,43.0020107
1557,"Mannerstown, Pennsylvania",-79.066417,40.1597979
1558,"Manor Castletown, New York",-73.2601964,43.5630588
